key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
openai|nova|0.85||chemistry,chemistry,created,200,26112,no,,1,openai
openai|nova|0.85||public,public,created,200,22272,no,,1,openai
openai|nova|0.85||Christmas,Christmas,created,200,34560,no,,1,openai
openai|nova|0.85||afraid,afraid,created,200,20352,no,,1,openai
openai|nova|0.85||seat,seat,created,200,24192,no,,1,openai
openai|nova|0.85||lifetime,lifetime,created,200,25344,no,,1,openai
openai|nova|0.85||lantern,lantern,created,200,21504,no,,1,openai
openai|nova|0.85||disappoint,disappoint,created,200,31872,no,,1,openai
openai|nova|0.85||mash,mash,created,200,21504,no,,1,openai
openai|nova|0.85||northern,northern,created,200,46848,no,,1,openai
openai|nova|0.85||make sb's bed,make sb's bed,created,200,54144,no,,1,openai
openai|nova|0.85||wash,wash,created,200,17664,no,,1,openai
openai|nova|0.85||support,support,created,200,8448,no,,1,openai
openai|nova|0.85||fail,fail,created,200,32640,no,,1,openai
openai|nova|0.85||polite,polite,created,200,18816,no,,1,openai
openai|nova|0.85||nearby,nearby,created,200,24192,no,,1,openai
openai|nova|0.85||pick,pick,created,200,28032,no,,1,openai
openai|nova|0.85||knock,knock,created,200,52224,no,,1,openai
openai|nova|0.85||takeaway,takeaway,created,200,31872,no,,1,openai
openai|nova|0.85||laptop,laptop,created,200,31872,no,,1,openai
openai|nova|0.85||put oneself in sb's shoes,put oneself in sb's shoes,created,200,51456,no,,1,openai
openai|nova|0.85||unlock,unlock,created,200,36480,no,,1,openai
openai|nova|0.85||snack,snack,created,200,35328,no,,1,openai
openai|nova|0.85||recall,recall,created,200,20352,no,,1,openai
openai|nova|0.85||grape,grape,created,200,19584,no,,1,openai
openai|nova|0.85||safety,safety,created,200,31872,no,,1,openai
openai|nova|0.85||Olympics,Olympics,created,200,26112,no,,1,openai
openai|nova|0.85||pack up,pack up,created,200,20352,no,,1,openai
openai|nova|0.85||presenter,presenter,created,200,27264,no,,1,openai
openai|nova|0.85||challenging,challenging,created,200,18816,no,,1,openai
openai|nova|0.85||uncomfortable,uncomfortable,created,200,29184,no,,1,openai
openai|nova|0.85||puppet,puppet,created,200,24192,no,,1,openai
openai|nova|0.85||hardly ever,hardly ever,created,200,35328,no,,1,openai
openai|nova|0.85||opening,opening,created,200,31872,no,,1,openai
openai|nova|0.85||bath,bath,created,200,25344,no,,1,openai
openai|nova|0.85||side by side,side by side,created,200,31872,no,,1,openai
openai|nova|0.85||wig,wig,created,200,44160,no,,1,openai
openai|nova|0.85||college,college,created,200,27264,no,,1,openai
openai|nova|0.85||table manners,table manners,created,200,30720,no,,1,openai
openai|nova|0.85||nervously,nervously,created,200,31872,no,,1,openai
openai|nova|0.85||call back,call back,created,200,35328,no,,1,openai
openai|nova|0.85||growth,growth,created,200,18816,no,,1,openai
openai|nova|0.85||advertisement,advertisement,created,200,36480,no,,1,openai
openai|nova|0.85||thunder,thunder,created,200,30720,no,,1,openai
openai|nova|0.85||volleyball,volleyball,created,200,33792,no,,1,openai
openai|nova|0.85||cost,cost,created,200,22272,no,,1,openai
openai|nova|0.85||injury,injury,created,200,28032,no,,1,openai
openai|nova|0.85||project,project,created,200,39552,no,,1,openai
openai|nova|0.85||except,except,created,200,27264,no,,1,openai
openai|nova|0.85||fit,fit,created,200,23424,no,,1,openai
openai|nova|0.85||suggestion,suggestion,created,200,26112,no,,1,openai
openai|nova|0.85||energy,energy,created,200,24192,no,,1,openai
openai|nova|0.85||archaeologist,archaeologist,created,200,52224,no,,1,openai
openai|nova|0.85||so that,so that,created,200,32640,no,,1,openai
openai|nova|0.85||not only ... but also ...,not only ... but also ...,created,200,57984,no,,1,openai
openai|nova|0.85||object,object,created,200,17664,no,,1,openai
openai|nova|0.85||trouble,trouble,created,200,33792,no,,1,openai
openai|nova|0.85||mail,mail,created,200,16896,no,,1,openai
openai|nova|0.85||context,context,created,200,20352,no,,1,openai
openai|nova|0.85||palace,palace,created,200,46080,no,,1,openai
openai|nova|0.85||attention,attention,created,200,17664,no,,1,openai
openai|nova|0.85||stress,stress,created,200,26112,no,,1,openai
openai|nova|0.85||smartphone,smartphone,created,200,25344,no,,1,openai
openai|nova|0.85||vulnerable,vulnerable,created,200,19584,no,,1,openai
openai|nova|0.85||victory,victory,created,200,23424,no,,1,openai
openai|nova|0.85||caring,caring,created,200,8448,no,,1,openai
openai|nova|0.85||shocking,shocking,created,200,23424,no,,1,openai
openai|nova|0.85||wastewater,wastewater,created,200,37632,no,,1,openai
openai|nova|0.85||reef,reef,created,200,24192,no,,1,openai
openai|nova|0.85||energetic,energetic,created,200,33792,no,,1,openai
openai|nova|0.85||listener,listener,created,200,48000,no,,1,openai
openai|nova|0.85||base camp,base camp,created,200,24192,no,,1,openai
openai|nova|0.85||share sth with sb,share sth with sb,created,200,59136,no,,1,openai
openai|nova|0.85||reunion,reunion,created,200,24192,no,,1,openai
openai|nova|0.85||miss,miss,created,200,42240,no,,1,openai
openai|nova|0.85||eastern,eastern,created,200,27264,no,,1,openai
openai|nova|0.85||health,health,created,200,32640,no,,1,openai
