key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
elevenlabs|el:lily|0.85||a chemistry teacher,a chemistry teacher,created,200,29184,no,,1,openai
elevenlabs|el:lily|0.85||speak in public,speak in public,created,200,40320,no,,1,openai
elevenlabs|el:lily|0.85||afraid of ants,afraid of ants,created,200,40320,no,,1,openai
elevenlabs|el:lily|0.85||once in a lifetime,once in a lifetime,created,200,37632,no,,1,openai
elevenlabs|el:lily|0.85||disappoint you,disappoint you,created,200,31872,no,,1,openai
elevenlabs|el:lily|0.85||mash the potatoes,mash the potatoes,created,200,44928,no,,1,openai
elevenlabs|el:lily|0.85||fail a test,fail a test,created,200,30720,no,,1,openai
elevenlabs|el:lily|0.85||a polite question,a polite question,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.85||a shop nearby,a shop nearby,created,200,34560,no,,1,openai
"elevenlabs|el:lily|0.85||Pick up the trash, please.","Pick up the trash, please.",created,200,39552,no,,1,openai
elevenlabs|el:lily|0.85||knock on the door,knock on the door,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.85||order a takeaway,order a takeaway,created,200,31872,no,,1,openai
elevenlabs|el:lily|0.85||put yourself in my shoes,put yourself in my shoes,created,200,62976,no,,1,openai
elevenlabs|el:lily|0.85||a big truck,a big truck,created,200,31872,no,,1,openai
elevenlabs|el:lily|0.85||Do you want a snack?,Do you want a snack?,created,200,34560,no,,1,openai
elevenlabs|el:lily|0.85||recall the past,recall the past,created,200,38400,no,,1,openai
elevenlabs|el:lily|0.85||Let's climb the high mountain.,Let's climb the high mountain.,created,200,67584,no,,1,openai
elevenlabs|el:lily|0.85||buy some grapes,buy some grapes,created,200,52224,no,,1,openai
elevenlabs|el:lily|0.85||a great leader,a great leader,created,200,44160,no,,1,openai
elevenlabs|el:lily|0.85||road safety,road safety,created,200,34560,no,,1,openai
elevenlabs|el:lily|0.85||pack up your things,pack up your things,created,200,49920,no,,1,openai
elevenlabs|el:lily|0.85||Here is my key.,Here is my key.,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.85||They want to build a new library.,They want to build a new library.,created,200,55296,no,,1,openai
elevenlabs|el:lily|0.85||a challenging task,a challenging task,created,200,36480,no,,1,openai
elevenlabs|el:lily|0.85||the opening ceremony,the opening ceremony,created,200,60288,no,,1,openai
elevenlabs|el:lily|0.85||take a bath,take a bath,created,200,60288,no,,1,openai
elevenlabs|el:lily|0.85||feel lonely,feel lonely,created,200,33792,no,,1,openai
elevenlabs|el:lily|0.85||go west,go west,created,200,27264,no,,1,openai
elevenlabs|el:lily|0.85||good table manners,good table manners,created,200,37632,no,,1,openai
elevenlabs|el:lily|0.85||wait nervously,wait nervously,created,200,39552,no,,1,openai
elevenlabs|el:lily|0.85||a TV advertisement,a TV advertisement,created,200,35328,no,,1,openai
elevenlabs|el:lily|0.85||Our school has a good volleyball team.,Our school has a good volleyball team.,created,200,49920,no,,1,openai
elevenlabs|el:lily|0.85||cost a lot,cost a lot,created,200,29184,no,,1,openai
elevenlabs|el:lily|0.85||a minor injury,a minor injury,created,200,31872,no,,1,openai
elevenlabs|el:lily|0.85||an exciting race,an exciting race,created,200,39552,no,,1,openai
elevenlabs|el:lily|0.85||a school project,a school project,created,200,51456,no,,1,openai
elevenlabs|el:lily|0.85||Fresh cucumber is very delicious.,Fresh cucumber is very delicious.,created,200,65664,no,,1,openai
elevenlabs|el:lily|0.85||everyone except me,everyone except me,created,200,42240,no,,1,openai
"elevenlabs|el:lily|0.85||strange, though","strange, though",created,200,62976,no,,1,openai
elevenlabs|el:lily|0.85||take a risk,take a risk,created,200,51456,no,,1,openai
elevenlabs|el:lily|0.85||a good suggestion,a good suggestion,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.85||win praise,win praise,created,200,31872,no,,1,openai
elevenlabs|el:lily|0.85||I like to eat fresh cabbage.,I like to eat fresh cabbage.,created,200,46848,no,,1,openai
elevenlabs|el:lily|0.85||The duckling is not ugly.,The duckling is not ugly.,created,200,56064,no,,1,openai
elevenlabs|el:lily|0.85||so that I can see,so that I can see,created,200,54144,no,,1,openai
elevenlabs|el:lily|0.85||not only sing but dance,not only sing but dance,created,200,46848,no,,1,openai
elevenlabs|el:lily|0.85||a small object,a small object,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.85||mail a letter,mail a letter,created,200,27264,no,,1,openai
elevenlabs|el:lily|0.85||an ancient palace,an ancient palace,created,200,41088,no,,1,openai
elevenlabs|el:lily|0.85||believe in yourself,believe in yourself,created,200,42240,no,,1,openai
elevenlabs|el:lily|0.85||under stress,under stress,created,200,48000,no,,1,openai
elevenlabs|el:lily|0.85||Take care of your pets.,Take care of your pets.,created,200,38400,no,,1,openai
elevenlabs|el:lily|0.85||learn to ski,learn to ski,created,200,34560,no,,1,openai
