key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
elevenlabs|el:lily|0.7||chemistry,chemistry,created,200,64512,no,,1,openai
elevenlabs|el:lily|0.7||public,public,created,200,44928,no,,1,openai
elevenlabs|el:lily|0.7||Christmas,Christmas,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||ant,ant,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.85||lifetime,lifetime,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||lifetime,lifetime,created,200,38016,no,,1,openai
elevenlabs|el:lily|0.7||human,human,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.85||lantern,lantern,created,200,26112,no,,1,openai
elevenlabs|el:lily|0.8||lantern,lantern,created,200,27648,no,,1,openai
elevenlabs|el:lily|0.7||lantern,lantern,created,200,38016,no,,1,openai
elevenlabs|el:lily|0.7||disappoint,disappoint,created,200,34560,no,,1,openai
elevenlabs|el:lily|0.7||mash,mash,created,200,57600,no,,1,openai
elevenlabs|el:lily|0.85||northern,northern,created,200,19584,no,,1,openai
elevenlabs|el:lily|0.7||northern,northern,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.85||make sb's bed,make sb's bed,created,200,42240,no,,1,openai
elevenlabs|el:lily|0.7||make sb's bed,make sb's bed,created,200,62208,no,,1,openai
elevenlabs|el:lily|0.85||wash,wash,created,200,29184,no,,1,openai
elevenlabs|el:lily|0.7||wash,wash,created,200,48384,no,,1,openai
elevenlabs|el:lily|0.85||support,support,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.8||support,support,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||support,support,created,200,48384,no,,1,openai
elevenlabs|el:lily|0.7||nearby,nearby,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.85||knock,knock,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.8||knock,knock,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||knock,knock,created,200,20736,no,,1,openai
elevenlabs|el:lily|0.85||takeaway,takeaway,created,200,29184,no,,1,openai
elevenlabs|el:lily|0.8||takeaway,takeaway,created,200,22656,no,,1,openai
elevenlabs|el:lily|0.7||takeaway,takeaway,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.85||laptop,laptop,created,200,8448,no,,1,openai
elevenlabs|el:lily|0.8||laptop,laptop,created,200,38784,no,,1,openai
elevenlabs|el:lily|0.7||laptop,laptop,created,200,36864,no,,1,openai
elevenlabs|el:lily|0.85||put oneself in sb's shoes,put oneself in sb's shoes,created,200,55296,no,,1,openai
elevenlabs|el:lily|0.7||put oneself in sb's shoes,put oneself in sb's shoes,created,200,64512,no,,1,openai
elevenlabs|el:lily|0.7||stage,stage,created,200,46080,no,,1,openai
elevenlabs|el:lily|0.7||unlock,unlock,created,200,39168,no,,1,openai
